phrase,stage,freq,success,success_rate
"How about as far as, like, a specialist?",Needs Analysis,1,0,0.0
"Are you seeing any specialist or just a primary currently, ma'am?",Needs Analysis,1,0,0.0
Are you having trouble because of your insurance?,Needs Analysis,1,0,0.0
"I can check your med if you mean, like, extra help and Medicaid.",Needs Analysis,1,0,0.0
"Do you have any coverage right now through, like, an old employer or union or military?",Needs Analysis,1,0,0.0
"How much are they giving you, like, on the over the counter stuff right now?",Needs Analysis,1,0,0.0
Were there any benefits in particular that you wanted me to look for?,Needs Analysis,1,0,0.0
"Do you have the red, white, and blue Medicare card with you?",Needs Analysis,1,0,0.0
Is that the biggest thing about the plan that you like?,Needs Analysis,1,0,0.0
what type of plan were you looking for?,Needs Analysis,1,0,0.0
Is there anything else you need that they're not maybe set up for?,Needs Analysis,1,0,0.0
Did you do the chronic condition plan?,Needs Analysis,1,0,0.0
How much you paying for specialist doctors with it?,Needs Analysis,1,0,0.0
Have you had any other changes?,Needs Analysis,1,0,0.0
"Do you have any type of chronic condition, like, let's say, diabetes or a heart problem?",Needs Analysis,1,0,0.0
Is dental and vision important to you as well?,Needs Analysis,1,0,0.0
Is vision pretty important to you also?,Needs Analysis,1,0,0.0
How long you've been with UnitedHealthcare?,Needs Analysis,1,0,0.0
Sometimes there are some plans that are available for people that have certain chronic conditions.,Needs Analysis,1,0,0.0
"Are you getting, like, an over the counter benefit to help you out with groceries?",Needs Analysis,1,0,0.0
I would recommend this because it sounds like that plan is supposed to start.,Needs Analysis,1,0,0.0
"Were there any additional, coverages you needed?",Needs Analysis,1,0,0.0
Are you using the Veterans Hospital with exclusively with prescriptions?,Needs Analysis,1,0,0.0
Are there particular benefits?,Needs Analysis,1,0,0.0
"You know, had had the heartache and diabetes.",Needs Analysis,1,0,0.0
What do you think that you would like to do?,Needs Analysis,1,0,0.0
And medicine?,Needs Analysis,1,0,0.0
Did they say why you don't get it?,Needs Analysis,1,0,0.0
Are you gonna have to see this doctor a lot throughout the year?,Needs Analysis,1,0,0.0
Do you have any issues with diabetes or for with your heart?,Needs Analysis,1,0,0.0
Do you or spouse receive any medical benefits from an employer or union?,Needs Analysis,1,0,0.0
Is your ZIP code three zero seven two zero?,Needs Analysis,1,0,0.0
Are you just depending on your Humana coverage to cover your medications?,Needs Analysis,1,0,0.0
What has you interested today in looking into your options?,Needs Analysis,1,0,0.0
Do you have full Medicaid or partial Medicaid right now?,Needs Analysis,1,0,0.0
Has there been any changes in what you've been paying for drugs?,Needs Analysis,1,0,0.0
What do you got right now?,Needs Analysis,1,0,0.0
"Are you getting any assistance through the state, like Medicaid or extra help?",Needs Analysis,1,0,0.0
Do you have someone who help you make your health care decisions?,Needs Analysis,1,0,0.0
What do you need my help for?,Needs Analysis,1,0,0.0
Can you tell me what kind of benefit you can go?,Needs Analysis,1,0,0.0
"When you go into, like, the specialist doctors, are you paying any co pays at all?",Needs Analysis,1,0,0.0
Can you tell me more about your dialysis schedule?,Needs Analysis,1,0,0.0
Are you getting a food card right now with your plan at all?,Needs Analysis,1,0,0.0
Have you been able to...?,Needs Analysis,1,0,0.0
Did she get early Medicare like you or just Medicaid?,Needs Analysis,1,0,0.0
Do you know how much you receive on that card?,Needs Analysis,1,0,0.0
"Are you living in a nursing home, assisted living, long term care, anything like that?",Needs Analysis,1,0,0.0
Tell me a little bit about your health care needs.,Needs Analysis,1,0,0.0
"When you go and see, like, specialist doctors, are you paying any co-pays at all?",Needs Analysis,1,0,0.0
"If you do keep having problems, though, I thank you for calling me.",Needs Analysis,1,0,0.0
What waiver am I getting?,Needs Analysis,1,0,0.0
"Do you have any dental, vision, or hearing coverage?",Needs Analysis,1,0,0.0
Are you currently enrolled in Medicare Part A and Part B?,Needs Analysis,1,0,0.0
Have you had your vision checked at all this year?,Needs Analysis,1,0,0.0
How's that plan working out for you so far?,Needs Analysis,1,0,0.0
"Do you have any chronic or condition like, diabetes or heart disease or not?",Needs Analysis,1,0,0.0
Do you know the name of your primary care physician?,Needs Analysis,1,0,0.0
Is there do you remember what plan you're on right now?,Needs Analysis,1,0,0.0
How much do you get for groceries this year?,Needs Analysis,1,0,0.0
What do you currently have service insurance?,Needs Analysis,1,0,0.0
Are you happy with the Aetna plan?,Needs Analysis,1,0,0.0
Let me ask you another question.,Needs Analysis,1,0,0.0
Did you get hearing aids priced out by chance?,Needs Analysis,1,0,0.0
What are some of the important benefits that you are using with your Horizon?,Needs Analysis,1,0,0.0
What plan do you have right now?,Needs Analysis,1,0,0.0
What about dental? Are you using dental?,Needs Analysis,1,0,0.0
What was the issue?,Needs Analysis,1,0,0.0
Are you looking to learn more about the 2025 Medicare Advantage Plan?,Needs Analysis,1,0,0.0
How much are you getting back on your food card right now?,Needs Analysis,1,0,0.0
Do you anticipate getting any dental work done this year?,Needs Analysis,1,0,0.0
Now tell me what benefits are you looking to improve for this year?,Needs Analysis,1,0,0.0
What would need to happen once you're released?,Needs Analysis,1,0,0.0
"Are you looking anything there at all, Carol?",Needs Analysis,1,0,0.0
Is there any particular benefits that you are looking for?,Needs Analysis,1,0,0.0
Is it getting extra money back on your Social Security?,Needs Analysis,1,0,0.0
Tell me a little bit more about what you'd like to have.,Needs Analysis,1,0,0.0
Just tell me the things that matter to you.,Needs Analysis,1,0,0.0
Were you looking to increase the coverage that you have right now?,Needs Analysis,1,0,0.0
Do you have Medicare parts A and B?,Needs Analysis,1,0,0.0
Do you have someone who helps you with your health care decisions?,Needs Analysis,1,0,0.0
Do you have any other coverage like Medicaid or anything else?,Needs Analysis,1,0,0.0
"Did you ever get help with transportation last year as far as, from the state, like, taking you to and from doctors?",Needs Analysis,1,0,0.0
Do you use an inhaler or anything?,Needs Analysis,1,0,0.0
"Are we looking for additional benefits, any specific benefits, or are we looking to put money back into your pocket?",Needs Analysis,1,0,0.0
What kind of doctor were you needing?,Needs Analysis,1,0,0.0
"How much are you paying for, like, a co payment when you have to go see a specialist doctor right now?",Needs Analysis,1,0,0.0
Did you wanna go to one of them so you can get the $5.50?,Needs Analysis,1,0,0.0
How many doctors would you say you're seeing right now down here in Florida?,Needs Analysis,1,0,0.0
Are you still with UnitedHealthcare?,Needs Analysis,1,0,0.0
Are all of your doctors in network with UnitedHealthcare?,Needs Analysis,1,0,0.0
"Are you getting a benefit card on this plan, like, for food over the counter or utilities?",Needs Analysis,1,0,0.0
"Do you currently stay in a nursing home, assistant living, or long term care facility?",Needs Analysis,1,0,0.0
"Do you currently have a Medicare Advantage Plan, or do you only have their coverage?",Needs Analysis,1,0,0.0
"What else happened, bro?",Needs Analysis,1,0,0.0
Do you happen to be his power of attorney?,Needs Analysis,1,0,0.0
"How much are you making roughly, monthly from your income?",Needs Analysis,1,0,0.0
I just wanted to look for you.,Needs Analysis,1,0,0.0
Is there a benefit that you would like to increase or improve?,Needs Analysis,1,0,0.0
I trust my eyes more than any other agents.,Needs Analysis,1,0,0.0
Do you have anything like that for your health care?,Needs Analysis,1,0,0.0
Do you currently have a Medicare Advantage Plan in place right now?,Needs Analysis,1,0,0.0
What company you you you it's a agent?,Needs Analysis,1,0,0.0
Are you aware of a change?,Needs Analysis,1,0,0.0
Are you looking for more full benefits?,Needs Analysis,1,0,0.0
"How much are you getting for groceries with your plan, sir?",Needs Analysis,1,0,0.0
How long have you been been with the Cigna plan?,Needs Analysis,1,0,0.0
Does it say why he was denied?,Needs Analysis,1,0,0.0
Are you getting a food card right now with your plan?,Needs Analysis,1,0,0.0
"Hopefully, Medicaid will cover some of it.",Needs Analysis,1,0,0.0
"Do you or a spouse, if you have one, receive any medical benefits?",Needs Analysis,1,0,0.0
Do you know what Medicaid level you have?,Needs Analysis,1,0,0.0
"Do you have any military benefits like VA, TRICARE, or temp VA?",Needs Analysis,1,0,0.0
Are there any benefits that you have that you would like to increase or improve?,Needs Analysis,1,0,0.0
"Do you have any major work you're looking to get done, or you're just looking to have coverage for, like, the exams or cleanings?",Needs Analysis,1,0,0.0
How have you liked UnitedHealthcare?,Needs Analysis,1,0,0.0
What prescriptions do you buy?,Needs Analysis,1,0,0.0
What about when it comes to dental?,Needs Analysis,1,0,0.0
What prescriptions do you do you supposedly take?,Needs Analysis,1,0,0.0
Did you get a notice from the state of North Carolina about your Medicaid at all this year or last year?,Needs Analysis,1,0,0.0
What's the one main thing that you like about that plan right now?,Needs Analysis,1,0,0.0
"Do you receive your dental, vision, and hearing?",Needs Analysis,1,0,0.0
"Does it help you with, like, any food, groceries, anything like that?",Needs Analysis,1,0,0.0
Have you tried out different carriers besides Humana?,Needs Analysis,1,0,0.0
What benefits do you use the most with your UnitedHealthcare plan?,Needs Analysis,1,0,0.0
"Do you have any other specialist that you'll see, miss Lane?",Needs Analysis,1,0,0.0
"With your current coverage, are there any benefits that you have that you would like to improve?",Needs Analysis,1,0,0.0
Are there any other benefits that are also important to you?,Needs Analysis,1,0,0.0
Have you had the opportunity to get any dental services done this year?,Needs Analysis,1,0,0.0
What was the reason? It doesn't make any sense.,Needs Analysis,1,0,0.0
Can you state your address for her?,Needs Analysis,1,0,0.0
Is this March?,Needs Analysis,1,0,0.0
Do you need any help as far as dental goes?,Needs Analysis,1,0,0.0
Is there any particular benefits that he's focused on that he needs this year?,Needs Analysis,1,0,0.0
Have you had the opportunity to get your dental services started?,Needs Analysis,1,0,0.0
Are there any other benefits that are also important to you right now?,Needs Analysis,1,0,0.0
How much do you receive the groceries?,Needs Analysis,1,0,0.0
Any medical benefits that you get through him at all?,Needs Analysis,1,0,0.0
How important is your dental to you?,Needs Analysis,1,0,0.0
Do you wear glasses or anything like that?,Needs Analysis,1,0,0.0
Would you be would any of those apply to you?,Needs Analysis,1,0,0.0
Any benefits that you wish would increase or improve?,Needs Analysis,1,0,0.0
How do I get fresh vegetables delivered?,Needs Analysis,1,0,0.0
Do you have any military benefits?,Needs Analysis,1,0,0.0
Are you needing major work or just a regular cleaning?,Needs Analysis,1,0,0.0
"Have you moved recently, or are you planning on moving soon?",Needs Analysis,1,0,0.0
Do you happen to be on EPIC?,Needs Analysis,1,0,0.0
What's gonna be important to you regarding your Medicare benefits this year?,Needs Analysis,1,0,0.0
"Does that Blue Cross Blue Shield include, hearing, vision, and dental coverage?",Needs Analysis,1,0,0.0
"I understand you did share you are diabetic, past neuropathy.",Needs Analysis,1,0,0.0
What type of extras are you interested in most?,Needs Analysis,1,0,0.0
"Do you get, like, your dental, vision, and hearing from Anthem as well?",Needs Analysis,1,0,0.0
Do you have Medicaid as well as Medicare or just Medicare?,Needs Analysis,1,0,0.0
Will you be getting any dental care this year?,Needs Analysis,1,0,0.0
Do you have any coverage from an old employer or union or maybe the military?,Needs Analysis,1,0,0.0
Do you think you have Medicaid from Arkansas as well?,Needs Analysis,1,0,0.0
"Is there anything else that's important, in a Medicare plan for you?",Needs Analysis,1,0,0.0
What's the one main thing you like about your plan right now?,Needs Analysis,1,0,0.0
"Do you happen to live in a nursing home, assisted living, or any kind of long term care facility at all?",Needs Analysis,1,0,0.0
What if your doctor took UnitedHealthcare?,Needs Analysis,1,0,0.0
What type of benefits are you getting from Devoted?,Needs Analysis,1,0,0.0
"Do you currently have any coverage right now through an employer, union, military, anything like that?",Needs Analysis,1,0,0.0
How much are you getting for the grocery benefits?,Needs Analysis,1,0,0.0
"If there's one thing about your plan that you wish there was more of or you wish would change, what would that be?",Needs Analysis,1,0,0.0
What kind of dental work did you need to have done?,Needs Analysis,1,0,0.0
"Are you with Aetna, or who are you with?",Needs Analysis,1,0,0.0
Do you take any medications?,Needs Analysis,1,0,0.0
What type of dental work are you looking to get done?,Needs Analysis,1,0,0.0
"Are we looking for additional benefits, or are we looking to put some money back in your pocket?",Needs Analysis,1,0,0.0
Do you also pay for your Medicare parts a and b?,Needs Analysis,1,0,0.0
Are you getting $2.73 on the UCard?,Needs Analysis,1,0,0.0
Are there any benefits that you currently have that you would like to improve or increase?,Needs Analysis,1,0,0.0
Do you have someone who has to make your health care decisions?,Needs Analysis,1,0,0.0
"Do you have someone who helps make your health care decisions, or do you make your own?",Needs Analysis,1,0,0.0
You don't really see the doctors that often?,Needs Analysis,1,0,0.0
"Did you, are you happy with it?",Needs Analysis,1,0,0.0
How's the weather in Missouri today?,Needs Analysis,1,0,0.0
What about the part b?,Needs Analysis,1,0,0.0
Who's your primary care physician?,Needs Analysis,1,0,0.0
Do you know which level you have?,Needs Analysis,1,0,0.0
How often did you see your primary care physician?,Needs Analysis,1,0,0.0
"Do you mind if we take a look at your, how you're using your Medicare?",Needs Analysis,1,0,0.0
Any other concerns? Maybe vision.,Needs Analysis,1,0,0.0
Can you assist us today?,Needs Analysis,1,0,0.0
Do you pay for anything for your prescription drugs?,Needs Analysis,1,0,0.0
What kind of things that you need to do on your teeth?,Needs Analysis,1,0,0.0
"If there's a plan that helps you more, you don't want that?",Needs Analysis,1,0,0.0
"Was there anything else you needed, like dental?",Needs Analysis,1,0,0.0
Can I at least check?,Needs Analysis,1,0,0.0
Did they give you any grocery benefit or anything like that?,Needs Analysis,1,0,0.0
Does your Anthem coverage offer you any additional benefits that you know of?,Needs Analysis,1,0,0.0
Have you had a move or anything recently?,Needs Analysis,1,0,0.0
Are you still actively working?,Needs Analysis,1,0,0.0
"You need, like, a psychiatrist?",Needs Analysis,1,0,0.0
Are you having trouble with your prescriptions?,Needs Analysis,1,0,0.0
Do you currently receive any additional benefits?,Needs Analysis,1,0,0.0
Do you currently have someone that helps you make your health care decision?,Needs Analysis,1,0,0.0
"Have you thought about maybe even if it gives you less on the food card, maybe switching carriers?",Needs Analysis,1,0,0.0
Do you have any other doctors or specialists?,Needs Analysis,1,0,0.0
How much are you getting with that?,Needs Analysis,1,0,0.0
Tell me a little bit about your UnitedHealthcare plan.,Needs Analysis,1,0,0.0
"So the one that you have right now doesn't offer that, right, with Humana?",Needs Analysis,1,0,0.0
"How much are they giving you, like, every month or every three months?",Needs Analysis,1,0,0.0
I can look and see if you can qualify for that.,Needs Analysis,1,0,0.0
"Saint Peter's, that's the hospital I go to.",Needs Analysis,1,0,0.0
What do you like most about your Anthem plan?,Needs Analysis,1,0,0.0
"I guess you have a plan, a Medicare plan with someone like Aetna, Humana, or United?",Needs Analysis,1,0,0.0
Do you have a supplement along with that?,Needs Analysis,1,0,0.0
Is that a benefit that's important to you?,Needs Analysis,1,0,0.0
"Do you have your Medicare red, white, and blue card?",Needs Analysis,1,0,0.0
So let me see what's going on.,Needs Analysis,1,0,0.0
You need dentures?,Needs Analysis,1,0,0.0
Have you ever been married or divorced?,Needs Analysis,1,0,0.0
Are you still at Peach Street?,Needs Analysis,1,0,0.0
Is that cool?,Needs Analysis,1,0,0.0
"Do you currently have any coverage right now through, like, an old employer, union, military, anything like that?",Needs Analysis,1,0,0.0
Do you have any assistance from the state of New Jersey called Medicaid with Medicare?,Needs Analysis,1,0,0.0
How much are you paying for your Aetna Silverback?,Needs Analysis,1,0,0.0
Are those extra benefits in a plan for yourself or someone else?,Needs Analysis,1,0,0.0
"Do you receive any medical benefits from a current employer, former employer, or a union group?",Needs Analysis,1,0,0.0
"As soon as you get what you've done what you need done, call me back.",Needs Analysis,1,0,0.0
Do you think it's closer to 900?,Needs Analysis,1,0,0.0
"If there were plans in the area that were designed for people who have things like diabetes or a chronic heart disease, would you happen to qualify for one of those?",Needs Analysis,1,0,0.0
I would love to look and make sure that there are no benefits that you're missing out on.,Needs Analysis,1,0,0.0
"You haven't had any stays in the hospital recently, like skilled nursing?",Needs Analysis,1,0,0.0
"If there's a plan that might give you more benefits, I'm sure you would want to take advantage of it.",Needs Analysis,1,0,0.0
"Do you have any benefits right now from, like, an old employer, union, or military?",Needs Analysis,1,0,0.0
Is your health insurance through still through that?,Needs Analysis,1,0,0.0
"If there are plans in the area that cater to that type of condition, would you want for me to talk to you about those?",Needs Analysis,1,0,0.0
Have someone who helps you make your health care decisions?,Needs Analysis,1,0,0.0
Do you think that you would qualify for a plan that was designed for somebody with diabetes or heart condition?,Needs Analysis,1,0,0.0
What I can do is take a look at that for you.,Needs Analysis,1,0,0.0
What are you doing other than Medicare a and b?,Needs Analysis,1,0,0.0
What's the one main thing you like about your Humana plan right now?,Needs Analysis,1,0,0.0
Do you have prescriptions?,Needs Analysis,1,0,0.0
Wouldn't that help you?,Needs Analysis,1,0,0.0
Is there a part d?,Needs Analysis,1,0,0.0
How would you feel about getting $350 a month instead of what you're currently getting?,Needs Analysis,1,0,0.0
"Are they helping you administer, like, prescription medications and things like that?",Needs Analysis,1,0,0.0
"Do you get, food stamps or any type of, help with food from the state?",Needs Analysis,1,0,0.0
What do you mean right to the clinic?,Needs Analysis,1,0,0.0
Are you taking any pain medications for that?,Needs Analysis,1,0,0.0
"Do you have any benefits from, like, an old job or union or maybe the military?",Needs Analysis,1,0,0.0
What else is important to you in a plan?,Needs Analysis,1,0,0.0
I'm taking pills for me.,Needs Analysis,1,0,0.0
Do you have a Medicare Advantage Plan with your TRICARE?,Needs Analysis,1,0,0.0
What kind of do we wear glasses?,Needs Analysis,1,0,0.0
Would it be okay if I called you back tomorrow?,Needs Analysis,1,0,0.0
"Is it they, are you gonna need dentures, a partial, just mostly cleanings and some occasional fillings?",Needs Analysis,1,0,0.0
"What benefits would you like to improve, for the rest of this year?",Needs Analysis,1,0,0.0
"Are you getting the benefits already then, like, dental, vision, and a grocery cart benefit too?",Needs Analysis,1,0,0.0
How often do you go to see your doctors?,Needs Analysis,1,0,0.0
Did you need any kind of dental work?,Needs Analysis,1,0,0.0
Is there anything on your current plan with Clover that you're not happy with?,Needs Analysis,1,0,0.0
Are you getting grocery benefits?,Needs Analysis,1,0,0.0
How many specialists do you see?,Needs Analysis,1,0,0.0
"If there was any benefit that you can improve or increase, what benefit would that be?",Needs Analysis,1,0,0.0
"Do you have anything to help with dental, vision, hearing, and prescriptions?",Needs Analysis,1,0,0.0
They would be able to let her know she's eligible for one of the other programs.,Needs Analysis,1,0,0.0
Do you have a primary care?,Needs Analysis,1,0,0.0
Would you fall under one of those health conditions?,Needs Analysis,1,0,0.0
What do you have is through my husband's work.,Needs Analysis,1,0,0.0
Do you currently have the special plan for people with heart conditions?,Needs Analysis,1,0,0.0
Do you plan on using any benefits this year?,Needs Analysis,1,0,0.0
How do they get that?,Needs Analysis,1,0,0.0
Is it glasses?,Needs Analysis,1,0,0.0
How's your weather today?,Needs Analysis,1,0,0.0
How much your grocery allowance?,Needs Analysis,1,0,0.0
Do you have any existing healthcare coverage?,Needs Analysis,1,0,0.0
Do you have a Medicare prescription plan?,Needs Analysis,1,0,0.0
What do you like about your current plan?,Needs Analysis,1,0,0.0
"Are you do you have any chronic conditions like diabetes, cardiovascular disorder, or heart failure?",Needs Analysis,1,0,0.0
What does Medicare usually pay?,Needs Analysis,1,0,0.0
"Do you take your own medications, or do they give you all your meds?",Needs Analysis,1,0,0.0
Are you paying anything per month for your group coverage?,Needs Analysis,1,0,0.0
Did you need any hearing aids?,Needs Analysis,1,0,0.0
"Are you more of the people who are like, I'd rather pay a premium?",Needs Analysis,1,0,0.0
"Do you have any other coverage like the VA, a previous employer?",Needs Analysis,1,0,0.0
Do you have any other type of coverage besides Medicare or Medicaid?,Needs Analysis,1,0,0.0
Maybe increase your food grocery allowance a little bit?,Needs Analysis,1,0,0.0
Do you happen to be on Epic?,Needs Analysis,1,0,0.0
Do you want to keep your doctor?,Needs Analysis,1,0,0.0
Are you able to provide the first three digits of your Medicare number?,Needs Analysis,1,0,0.0
"Are you living in a nursing home, assisted living, long term care facility?",Needs Analysis,1,0,0.0
Do you ever get prescriptions outside of the VA?,Needs Analysis,1,0,0.0
"Do you have any insurance through your job or union, your former employer?",Needs Analysis,1,0,0.0
Do you have more than one or just the one?,Needs Analysis,1,0,0.0
"Is it, like, the food card?",Needs Analysis,1,0,0.0
"Do you have, like, a Zing Medicare medicaid Medicaid plan?",Needs Analysis,1,0,0.0
Were there any particular benefits you were looking for?,Needs Analysis,1,0,0.0
Do you have any other chronic conditions?,Needs Analysis,1,0,0.0
Are you taking advantage of all the benefits with your plan?,Needs Analysis,1,0,0.0
How does she like it?,Needs Analysis,1,0,0.0
What medication are you taking?,Needs Analysis,1,0,0.0
What's important to you in your health care coverage?,Needs Analysis,1,0,0.0
Did you know that there are plans that can give you some of that back?,Needs Analysis,1,0,0.0
Do you have a number or a website that she should go to to switch?,Needs Analysis,1,0,0.0
Anything with your heart or diabetes?,Needs Analysis,1,0,0.0
Do you have your Medicare card handy so I can bring you up in the system?,Needs Analysis,1,0,0.0
Do you still live in your own home or apartment?,Needs Analysis,1,0,0.0
Can we look and see what benefits are available in your area?,Needs Analysis,1,0,0.0
How much are you paying for that plan g?,Needs Analysis,1,0,0.0
What are just the first three numbers or letters off of there?,Needs Analysis,1,0,0.0
"Did you ever look at, like, a plan n as in Nancy?",Needs Analysis,1,0,0.0
Do you get any assistance from the state at all with paying your medications?,Needs Analysis,1,0,0.0
What is it? A union from your work?,Needs Analysis,1,0,0.0
What about Medicaid? Do you have Medicaid as well?,Needs Analysis,1,0,0.0
What benefits would you say are most important to you at this time?,Needs Analysis,1,0,0.0
"You do have a chronic special need, kind of like a diabetes or a heart condition?",Needs Analysis,1,0,0.0
Do you have any specific benefits you're looking for?,Needs Analysis,1,0,0.0
"Is that freedom plan, is that putting money back onto your Social Security check each month for you?",Needs Analysis,1,0,0.0
Do you have anything from a previous employer or VA or TRICARE?,Needs Analysis,1,0,0.0
Did you get a notice from The states about the change in your Medicaid?,Needs Analysis,1,0,0.0
Do you currently receive that over the counter benefit from Humana?,Needs Analysis,1,0,0.0
"Is there anything that you do not like about the plan or anything like that, ma'am?",Needs Analysis,1,0,0.0
"Have you ever been told by, like, a doctor or clinic that you have diabetes?",Needs Analysis,1,0,0.0
What has you interested in looking into your options?,Needs Analysis,1,0,0.0
"Are you getting any benefits, like, for groceries and things like that?",Needs Analysis,1,0,0.0
Are there any specific benefits?,Needs Analysis,1,0,0.0
What was about it that you didn't like?,Needs Analysis,1,0,0.0
"Do you get, like, dental, vision, and hearing benefits along with your VA benefit?",Needs Analysis,1,0,0.0
Do you have a lot of dental work that needs to be done in the new year?,Needs Analysis,1,0,0.0
What is all this about?,Needs Analysis,1,0,0.0
Do you need a lot of vision?,Needs Analysis,1,0,0.0
Do am I qualified to get grocery allowance?,Needs Analysis,1,0,0.0
How are things going with your current coverage?,Needs Analysis,1,0,0.0
What will help me is if I'm able to pull your information up in CMS,Needs Analysis,1,0,0.0
What is most important to you when it comes to your Medicare?,Needs Analysis,1,0,0.0
Have you ever thought about a Medicare Advantage Plan?,Needs Analysis,1,0,0.0
Do you need more dental coverage?,Needs Analysis,1,0,0.0
"Whenever you go to visit a specialist, do you normally have co-payments?",Needs Analysis,1,0,0.0
What you mean by you haven't had a plan?,Needs Analysis,1,0,0.0
Are you looking for those extra benefits for yourself or someone else?,Needs Analysis,1,0,0.0
What are you receiving currently with along with Medicare?,Needs Analysis,1,0,0.0
Does he pay a monthly premium?,Needs Analysis,1,0,0.0
Do you get Medicaid or just Medicare?,Needs Analysis,1,0,0.0
"Like, if he goes to the hospital or a doctor's office, does he ever have a co pay?",Needs Analysis,1,0,0.0
Would any of those conditions apply to you?,Needs Analysis,1,0,0.0
How do you pay for it when you go to the doctor?,Needs Analysis,1,0,0.0
Does your current plan have SilverSneakers?,Needs Analysis,1,0,0.0
How much are you paying for that every month?,Needs Analysis,1,0,0.0
"When you went to the hospital, do you know which hospital it was?",Needs Analysis,1,0,0.0
Do you or spouse receive any medical benefits from a current or former employer or union group?,Needs Analysis,1,0,0.0
Is there anything specific you are looking for?,Needs Analysis,1,0,0.0
What's gonna be most important to you regarding coverage?,Needs Analysis,1,0,0.0
What kind of benefit do you have right now?,Needs Analysis,1,0,0.0
"Are you trying to increase some benefits, save some money?",Needs Analysis,1,0,0.0
Do you receive the food food benefit?,Needs Analysis,1,0,0.0
Did you want to stay with your UnitedHealthcare plan?,Needs Analysis,1,0,0.0
Do you have any other benefits?,Needs Analysis,1,0,0.0
"You'd have to look in what's known as, like, your your plan details.",Needs Analysis,1,0,0.0
Is there a time that I can call you that you might be home?,Needs Analysis,1,0,0.0
I'm trying to see if I would still be able to help you if you were on hospice.,Needs Analysis,1,0,0.0
Do you have Medicaid from the state of New York and Medicare?,Needs Analysis,1,0,0.0
Does somebody help you?,Needs Analysis,1,0,0.0
Tell me what you like about Humana.,Needs Analysis,1,0,0.0
What are some of the important benefits that you use with your Medicare?,Needs Analysis,1,0,0.0
"Were you looking for just, like, coverage for the exam cleanings?",Needs Analysis,1,0,0.0
Do you have a chronic condition?,Needs Analysis,1,0,0.0
Are you on Medicaid now?,Needs Analysis,1,0,0.0
Are you looking for some additional benefits?,Needs Analysis,1,0,0.0
Are you with any company like Humana or UnitedHealthcare?,Needs Analysis,1,0,0.0
Do you still make all your own health care decisions?,Needs Analysis,1,0,0.0
What is the reason you're calling for?,Needs Analysis,1,0,0.0
Are you receiving any additional benefits with Highmark?,Needs Analysis,1,0,0.0
So you we just go see your primary care doctor and that's it?,Needs Analysis,1,0,0.0
Do you have any extra help from Medicaid?,Needs Analysis,1,0,0.0
Is there anything that stands out?,Needs Analysis,1,0,0.0
Have you had him for a long time?,Needs Analysis,1,0,0.0
What is going to help you right now?,Needs Analysis,1,0,0.0
"Do you need a lot of dental work done, vision, anything like that?",Needs Analysis,1,0,0.0
Would you like me to review all that with you to see if you do qualify for additional benefits?,Needs Analysis,1,0,0.0
How long have you had Humana?,Needs Analysis,1,0,0.0
What are you looking to change?,Needs Analysis,1,0,0.0
Do you need any type of dental and vision?,Needs Analysis,1,0,0.0
What benefits are you currently receiving?,Needs Analysis,1,0,0.0
Do you have any other type of medical insurance?,Needs Analysis,1,0,0.0
"If you could improve anything about your current coverage, what would it be?",Needs Analysis,1,0,0.0
Do you own your own home?,Needs Analysis,1,0,0.0
Is there anything that you've maybe heard about or seen that you don't have that you wish that you had?,Needs Analysis,1,0,0.0
"You may need to do is when whenever you're faced with, like, a catastrophic, you know, illness like that.",Needs Analysis,1,0,0.0
I was checking all those doctors.,Needs Analysis,1,0,0.0
Are you just keeping up with preventative or something?,Needs Analysis,1,0,0.0
How much are you paying monthly?,Needs Analysis,1,0,0.0
"If you get the Medicaid, then, they would pay your Part B premium for you if you get approved for the Medicaid.",Needs Analysis,1,0,0.0
Do you have any concerns with your current coverage?,Needs Analysis,1,0,0.0
Is that plan working out for you?,Needs Analysis,1,0,0.0
Is there anything that you're unhappy about?,Needs Analysis,1,0,0.0
"Do you have Humana, Aetna, WellCare, or something?",Needs Analysis,1,0,0.0
"Is there anything, in particular that you're not getting?",Needs Analysis,1,0,0.0
Do you need any dental work done?,Needs Analysis,1,0,0.0
Any other benefits you need for this year that I can help you with?,Needs Analysis,1,0,0.0
What kind of benefits are important to you right now?,Needs Analysis,1,0,0.0
Do you have any other health insurance from somebody like an old employer?,Needs Analysis,1,0,0.0
Do you have a Medicare Advantage Plan that has dental and hearing and vision?,Needs Analysis,1,0,0.0
"So your big benefit to you, I'm guessing, is that money they give you for the groceries and utilities?",Needs Analysis,1,0,0.0
Who's your primary care doctor?,Needs Analysis,1,0,0.0
"Do you see a lot of specialists, ma'am?",Needs Analysis,1,0,0.0
Are you seeing your doctors regularly?,Needs Analysis,1,0,0.0
"What do you take a lot of medications, ma'am?",Needs Analysis,1,0,0.0
What I can do is look to see if I could get you some additional benefits.,Needs Analysis,1,0,0.0
Do you have a primary care doctor that you see on a regular basis?,Needs Analysis,1,0,0.0
Are you looking for more dental that you have or more vision?,Needs Analysis,1,0,0.0
How are the benefits that you're getting with this plan?,Needs Analysis,1,0,0.0
Does that Aetna plan have insurance in it for you as well?,Needs Analysis,1,0,0.0
How much do you typically pay for your prescriptions?,Needs Analysis,1,0,0.0
